podcast_youtube_id,podcast_name,podcast_number,published_at,description
UExzOENaNGJsY0VLdEhNTUZrNHMyM1Q4UGktWkNLb2hEdS44MjZDNDYzQjgwQzkzQzkz,La evolución de Oscar Pierre y Glovo (PARTE 1 DE 2) - Podcast 209,209,2021-10-11T16:03:14Z,"¿Quieres participar en el podcast? Rellena este formulario y hablemos:
https://2ydogsajep9.typeform.com/to/sE0zvWxJ

Esta semana contamos nuevamente con Oscar Pierre, fundador de Glovo, para repasar los cambios por los que ha pasado Glovo desde el primer podcast realizado hace más de dos años. Oscar nos cuenta el crecimiento de la división Q-Commerce a partir de la compra de Lola Market, en España, y Mercadão, en Portugal. Además, nos explica cómo está revolucionando las tendencias del retail, así como la evolución de su producto, donde mantienen la obsesión de la compañía por reducir los tiempos de entrega.

Por otro lado, Oscar nos introduce Glovo Concepts, una nueva cartera de marcas de alimentos virtuales para ayudar a los partners a hacer crecer su oferta comercial, al tiempo que se amplía el nivel de elección y calidad de los alimentos para los consumidores. Glovo Concepts ofrece marcas de comida a domicilio, diseñadas por Glovo y operadas por los restaurantes asociados, entre ellas Bendito Burrito, The Urban Kebab, Meraki Pita, Taqueria Guadalupe y Milanesa House, con un enfoque italiano y mexicano, impulsado por la demanda y las preferencias de los clientes.

Quédate hasta el final para no perderte ni un detalle de este follow-on con el co-fundador de una de las startups más importantes de España.

Esta entrevista está realizada antes de que Delivery Hero se convirtiera en accionista mayoritario de Glovo. Contaban hasta ahora con una participación del 44% en la compañía, a la que añade ahora un 39,4% adicional, valorando Glovo en 2.300 millones de euros sin incluir deuda.

Si te interesa conocer el primer encuentro que tuvimos con Oscar en el podcast, entra al siguiente enlace: https://youtu.be/AnqAIuxPiO8

PARTE 2: https://youtu.be/QiWnhGgiuS4

00:00:00 Sobre este episodio
00:03:14 ¿Ha cambiado el pitch de Glovo?
00:09:23 ¿Qué es el Q-Commerce y cómo Glovo apuesta en ello?
00:22:39 Los productos que ofrece Glovo
00:27:27 ¿Cómo los afectó la pandemia?
00:33:51 ¿Cómo han logrado mantenerse en el sector de la alimentación?
00:40:32 ¿Genera conflicto en los vecindarios la presencia de los riders?
00:45:54 ¿Qué es Glovo Concepts?
00:52:37 ¿Han evolucionado sus comisiones?
00:54:57 ¿Glovo Concepts funciona bien?

👉 Conviértete en miembro del canal
http://bit.ly/itnig-members​​

👉 Pitch to Investors (Jueves a las 19h) 
https://itnig.net/fund/​​

👉 Gracias a nuestros sponsors:

Camaloon: https://camaloon.com/
⚠️Recibe un descuento del 10% en tu siguiente compra aplicando el voucher ""itnigpodcast"" al momento de pagar⚠️

Factorial: https://factorialhr.es/​​

👉 Suscríbete al canal: http://bit.ly/itnigyoutube
Web: https://itnig.net/​​

Puedes también escucharnos en:
Spotify: http://bit.ly/itnigspotify
Apple Podcast: http://bit.ly/itnigapple"
UExzOENaNGJsY0VLdEhNTUZrNHMyM1Q4UGktWkNLb2hEdS5FRjZBRjlFMTZFQkZCNzE5,"El whatsapp de consultas médicas para empresas, Meeting Doctors - Podcast 208",208,2021-10-04T15:57:52Z,"En el episodio de esta semana nos acompaña Sergio Barrio de Meeting Doctors, un servicio de atención médica a través de whatsapp para empresas. Más de 10 especialidades médicas que responden en menos de 1 minutos a los ya 8 millones de usuarios de la plataforma. Con más de 100.000 consultas médicas digitales al mes, ya tienen presencia en 10 países y trabajan con empresas líderes de sus sectores.

Además, Sergio nos cuenta cómo han sido capaces de facturar entre 5 y 10 millones de euros anuales, sin financiación externa, cuánto pagan las empresas para ofrecer este servicio a sus empleados, y cuál ha sido su crecimiento, entre otros temas.

Quédate hasta el final para descubrir qué esperan en los próximos años y conocer Meeting Lawyers y Meeting Vets.

00:00:00 Sobre este episodio
00:02:45 ¿Qué es Meeting Doctors y cómo funciona?
00:15:09 ¿Es legal dar servicios médicos a través de estos medios?
00:24:32 Los procesos legales para internacionalizar el servicio
00:29:05 Adentrándose en sus economics (número de clientes, costos, ingresos)
00:42:16 ¿Cómo ha evolucionado Meeting Doctors desde su fundación?
00:47:25 La historia de Meeting Doctors
00:53:50 ¿Cuál es la visión de esta empresa dentro de unos años?
00:57:09 ¿Cómo ha evolucionado el rol de Sergio Barrio?

👉 Conviértete en miembro del canal
http://bit.ly/itnig-members​​

👉 Pitch to Investors (Jueves a las 19h) 
https://itnig.net/fund/​​

👉 Gracias a nuestros sponsors:

Camaloon: https://camaloon.com/
⚠️Recibe un descuento del 10% en tu siguiente compra aplicando el voucher ""itnigpodcast"" al momento de pagar⚠️

Factorial: https://factorialhr.es/​​

👉 Suscríbete al canal: http://bit.ly/itnigyoutube
Web: https://itnig.net/​​

Puedes también escucharnos en:
Spotify: http://bit.ly/itnigspotify
Apple Podcast: http://bit.ly/itnigapple"
UExzOENaNGJsY0VLdEhNTUZrNHMyM1Q4UGktWkNLb2hEdS5DM0UwMkNDRTIwQUNDMjE2,"Salidas a bolsa, situación de Holaluz y Exoticca, y oficinas híbridas | Tertulia en Itnig",,2021-09-20T16:00:40Z,"Esta semana tenemos dos nuevos invitados Oriol Vila, CEO y cofundador de Holaluz, y Pere Valles, CEO de Exoticca quienes discutirán en esta tertulia sobre financiación, en concreto, la salida a bolsa de las empresas.Con Bernat y Jordi, se debatirá sobre pros y contras de ser una empresa pública, el proceso para conseguir financiación en los distintos mercados, público y privado.

Además, nos explican las experiencias de Exoticca y su capacidad de sobrevivir a la pandemia, y de Holaluz, una empresa con muchísimas oportunidades en el sector energético. También nos cuentan cómo han distribuido su equipo en las oficinas y su opinión sobre el teletrabajo, así como donde se sitúan ellos en el espacio de trabajo.

Quédate hasta el final para no perderte nada de esta interesante tertulia con dos grandes emprendedores. 

00:00:00 Sobre este episodio
00:02:38 ¿Qué es una salida a bolsa?
00:06:32 ¿Tiene más sentido levantar dinero en bolsa o con capital privado?
00:10:46 ¿Por qué cotizar en el NASDAQ y no en otras bolsas de valores?
00:13:54 ¿Cómo ha afectado el COVID a Exoticca?
00:23:32 ¿Por qué Exoticca decidió levantar una ronda de series C?
00:28:12 ¿Cuál ha sido la evolución de Holaluz?
00:29:47 ¿Cómo se financia Holaluz estando en la bolsa?
00:37:30 El playbook de financiación de Exoticca
00:41:46 ¿Han habido cambios en el mundo de la financiación?
00:50:10 Las nuevas dinámicas de trabajo en pandemia

👉 Conviértete en miembro del canal
http://bit.ly/itnig-members​​

👉 Pitch to Investors (Jueves a las 19h) 
https://itnig.net/fund/​​

👉 Gracias a nuestro sponsor:
https://factorialhr.es/​​

👉 Suscríbete al canal: http://bit.ly/itnigyoutube
Web: https://itnig.net/​​

Puedes también escucharnos en:
Spotify: http://bit.ly/itnigspotify
Apple Podcast: http://bit.ly/itnigapple"
UExzOENaNGJsY0VLdEhNTUZrNHMyM1Q4UGktWkNLb2hEdS41MUY0NzFFRjMwMkI3RTI1,Caso Colvin: La floristería que consigue levantar 70M€ - Podcast 205,205,2021-09-13T16:02:20Z,"Esta semana nos acompaña en el podcast Sergi Bastardas, co-fundador y co-ceo de Colvin, una plataforma digital de venta de flores y plantas.

En este podcast Sergi nos cuenta los inicios de Colvin a partir de ineficiencias en el sector, así como el porqué de emprender en la industria floral y las rondas de inversión por las que han pasado, llegando a levantar un total de 70 millones de euros. Además nos revela el crecimiento de Colvin a través de la adquisición de clientes en los distintos mercados y las diferencias que hay entre ellos.

Quédate hasta el final para descubrir qué estrategias ha utilizado Colvin para llegar a más de 15 millones de euros en facturación y cuáles son sus objetivos a largo plazo.

00:00:00 Sobre este episodio
00:02:34 ¿Qué es Colvin?
00:09:06 ¿Por qué entraron en este séctor?
00:12:23 El rol de los intermediarios en la floricultura
00:19:14 ¿Cómo empezaron a reemplazar a los intermediadores?
00:21:48 ¿Planean producir sus propias flores?
00:23:31 Su estrategia de captación de clientes
00:25:34 La importancia de la operación
00:32:11 Su evolución en ventas
00:40:48 ¿Cuál es su canal principal de adquisición de clientes?
00:46:00 ¿Qué porcentaje de las ventas representan las festividades?
00:46:46 Su propuesta como proveedor a floristerías
00:51:44 ¿Qué mercados tienen pensado abrir?
00:52:41 Su proceso de fundraising
00:55:39 La importancia de enamorar a un CTO
01:04:42 ¿Cómo han evolucionado a nivel personal?
01:08:19 ¿Venderían la empresa ante una oferta grande?

👉 Conviértete en miembro del canal
http://bit.ly/itnig-members​​

👉 Pitch to Investors (Jueves a las 19h) 
https://itnig.net/fund/​​

👉 Gracias a nuestro sponsor:
https://factorialhr.es/​​

👉 Suscríbete al canal: http://bit.ly/itnigyoutube
Web: https://itnig.net/​​

Puedes también escucharnos en:
Spotify: http://bit.ly/itnigspotify
Apple Podcast: http://bit.ly/itnigapple"
UExzOENaNGJsY0VLdEhNTUZrNHMyM1Q4UGktWkNLb2hEdS42QTlDMjkyRjNGMEYwQzcz,Factorial levanta $80M más: ¿cómo y por qué? | Tertulia en Itnig,,2021-09-09T13:35:05Z,"Bienvenidos a una nueva tertulia con Jordi Romero y Bernat Farrero, co-fundadores de Factorial. En este episodio nos cuentan en detalle el proceso vivido para cerrar la mayor Serie B de España con 80 millones de dólares invertidos por Tiger Global y los inversores actuales, CRV, Creandum, K Fund y Point Nine.

En este podcast nos explican lo que ha supuesto para ellos una ronda previa de venture debt junto a CLP, y la posterior planificación de esta Serie B de $80M. Además, nos cuentan las oportunidades que tienen las startups actualmente y el proceso de negociación con los fondos e inversores.

Quédate hasta el final de este podcast de emprendimiento para saber qué planean hacer a partir de esta nueva ronda y qué es aquello que les preocupa, así como su visión del mundo emprendedor.

00:00:00 Sobre este episodio
00:02:57 El mercado actual: ¿Por qué se levantan las rondas?
00:11:52 ¿Por qué buscaron primero un Venture Debt?
00:18:24 El historial de fundraising de Factorial
00:26:47 El proceso para levantar esta ronda de $80M
00:41:07 ¿Quién es Tiger Global Management?
00:48:19 ¿Para qué se utilizarán los $80M?
00:57:47 ¿Cuál es su preocupación actual?
00:59:53 El problema de los emprendedores que engañan
01:05:58 ¿Por qué decidimos compartir esto?

👉 Conviértete en miembro del canal
http://bit.ly/itnig-members​​

👉 Pitch to Investors (Jueves a las 19h) 
https://itnig.net/fund/​​

👉 Gracias a nuestro sponsor:
https://factorialhr.es/​​

👉 Suscríbete al canal: http://bit.ly/itnigyoutube
Web: https://itnig.net/​​

Puedes también escucharnos en:
Spotify: http://bit.ly/itnigspotify
Apple Podcast: http://bit.ly/itnigapple"
UExzOENaNGJsY0VLdEhNTUZrNHMyM1Q4UGktWkNLb2hEdS4xODVDRjcwQzY3NkIxNjYz,"Wallbox, líder en carga de vehículos eléctricos - Podcast 203",203,2021-08-30T16:05:08Z,"Esta semana tenemos con nosotros a Eduard Castañeda, co-fundador y CPO de Wallbox, uno de los proveedores líder en diseñar, fabricar y distribuir soluciones de carga inteligente para vehículos eléctricos en más de 60 países, facturando 32 millones de dólares de enero a junio, un 300% más que en 2020.

En este episodio, Eduard nos habla de energía renovable, de convertir el vehículo eléctrico en un activo para ofrecer autonomía energética. También explica con ejemplos detallados cada uno de los productos que ofrece Wallbox y cómo estos ayudan a hacer más eficiente los consumos de energía en diferentes espacios.

Durante este podcast conoceremos cómo fue la primera venta B2C de Wallbox, su alianza con Iberdrola, la evolución y desarrollo de su equipo, entre muchos otros temas. Quédate hasta el final para conocer en profundidad las entrañas de Wallbox desde su area más importante, el producto.

Index:
00:00:00 Sobre este episodio
00:03:37 ¿Qué es Wallbox y por qué son más que cargadores?
00:19:40 ¿Cómo ven las eléctricas la autonomía energética?
00:22:38 La solución que ofrecen para empresas
00:29:50 Recopilación de los productos que ofrecen
00:34:57 ¿Con cuál producto obtienen mayor revenue?
00:35:40 Su estrategia de venta directa e indirecta
00:39:21 La historia de Wallbox: ¿Cómo fue el proceso de creación de hardware? 
00:53:27 ¿En qué momento surge la idea?
00:56:08 ¿Quiénes invirtieron inicialmente en la compañía?
00:58:10 ¿Cuándo realizan la primera venta B2C?
01:00:08 ¿En qué momento deciden aliarse con Iberdrola?
01:01:24 La evolución de su equipo
01:06:40 Acerca de su expansión internacional en USA y China
01:10:18 ¿Qué se espera en los próximos años?
01:11:18 ¿Considerarían vender la empresa?
01:13:56 ¿Cómo aprende en su día a día?¿Quiénes lo inspiran?

👉 Conviértete en miembro del canal
http://bit.ly/itnig-members​​

👉 Pitch to Investors (Jueves a las 19h) 
https://itnig.net/fund/​​

👉 Gracias a nuestro sponsor:
https://factorialhr.es/​​

👉 Suscríbete al canal: http://bit.ly/itnigyoutube
Web: https://itnig.net/​​

Puedes también escucharnos en:
Spotify: http://bit.ly/itnigspotify
Apple Podcast: http://bit.ly/itnigapple"
UExzOENaNGJsY0VLdEhNTUZrNHMyM1Q4UGktWkNLb2hEdS41MkJFMDEwMDIxMkRDREQ3,Desbancando a la banca con Ritmo - Podcast 202,202,2021-08-09T16:06:03Z,"Esta semana hablamos con Raimundo Burguera, cofundador y co-CEO de Ritmo, una fintech que aporta el capital que necesita un negocio adaptándose a los picos y a la estacionalidad de estos para aumentar la inversión en marketing digital e inventario.

Ritmo analiza las métricas y el desempeño de las campañas de marketing a través de Inteligencia Artificial y un modelo predictivo de datos, lo que permite analizar cientos de variables que influyen en las ventas de las empresas.

En este episodio Raimundo nos desvela los detalles de Ritmo, sus inicios, su rápido crecimiento y sus rondas de financiación, que suman un total de €16.8M en deuda y equity. También nos habla de la importancia de tener un buen equipo para formar una empresa, y hacia dónde quieren progresar con Ritmo.

Quédate hasta el final para descubrir cuáles han sido sus referencias y si vendería Ritmo por €100M.

00:00:00 Sobre este episodio
00:02:20 ¿En qué consite Ritmo y cómo funciona?
00:18:15 Acerca de la inteligencia artificial que utilizan.
00:22:35 ¿Cómo convence a la banca con un discurso anti-banca?
00:28:24 El proceso de fundraising
00:31:54 La evolución de Ritmo
00:40:54 ¿De dónde vienen los clientes?
00:47:58 ¿Cómo se encuentra un fondo de deuda?
00:50:23 Qué es más difícil: ¿Captar fondos o clientes?
00:55:00 ¿Qué mercados tienen previsto atacar?
00:58:46 Su visión dentro de un año
01:00:46 ¿Vendería Ritmo por €100M?
01:01:57 ¿Qué referencias lo inspiran?

👉 Conviértete en miembro del canal
http://bit.ly/itnig-members​​

👉 Pitch to Investors (Jueves a las 19h) 
https://itnig.net/fund/​​

👉 Gracias a nuestro sponsor:
https://factorialhr.es/​​

👉 Suscríbete al canal: http://bit.ly/itnigyoutube
Web: https://itnig.net/​​

Puedes también escucharnos en:
Spotify: http://bit.ly/itnigspotify
Apple Podcast: http://bit.ly/itnigapple"
UExzOENaNGJsY0VLdEhNTUZrNHMyM1Q4UGktWkNLb2hEdS40QUQ5MEY1QTZCMzdFNkNC,Abriendo el playbook de ventas de factorial - Podcast 201,201,2021-08-02T16:01:18Z,"Esta semana tenemos con nosotros a Nitya Fajardo, directora de ventas en Factorial, quien nos ofrece su perspectiva al detrás de escenas de las ventas en Factorial. Desde que tenía 23 años, Nitya ha logrado liderar equipos de ventas y ha generado cambio en las empresas que ha estado.

En este episodio, Nitya nos relata su historia y cómo ha pasado del sector inmobiliario al mundo del software con Quippu, para luego liderar en Factorial, explicando en el proceso qué es lo que hace que un buen vendedor pueda adaptarse a vender cualquier producto. Así, Nitya nos brinda las claves para liderar equipos de venta, qué es lo que espera encontrar en un buen vendedor, cómo establece objetivos y organiza a las personas que lleva a cargo, entre muchos otros consejos de mucha utilidad.

No te pierdas este podcast, quédate hasta el final y descubre como ha estado logrando escalar factorial a un ritmo impresionante y cómo Nitya ha sido un personaje clave en este proceso.

00:00:00 Sobre este episodio
00:03:23 Los inicios de Nitya en el mundo de las ventas
00:12:51 Pasando a las ventas en la industria del software
00:22:29 ¿Un buen vendedor puede vender cualquier cosa?
00:26:10 Un momento de cambio importante en Factorial
00:32:15 Pasando de un equipo generalista a uno especializado
00:37:12 ¿Cómo se genera un manager?
00:42:13 ¿Cómo se monta un equipo de outbound?
00:47:11 ¿Cómo distribuyen los objetivos en Factorial?
00:48:55 La relación del equipo de ventas con el equipo de marketing
00:50:15 La relación con el equipo de producto
00:52:25 El proceso para abrir mercados internacionales
00:55:09 ¿Qué sucede cuando un vendedor no cumple sus objetivos?
00:59:17 ¿Cuáles son las herramientas que utiliza en su día a día?
01:01:13 ¿Cómo abre una oficina en México?

👉 Conviértete en miembro del canal
http://bit.ly/itnig-members​​

👉 Pitch to Investors (Jueves a las 19h) 
https://itnig.net/fund/​​

👉 Gracias a nuestro sponsor:
https://factorialhr.es/​​

👉 Suscríbete al canal: http://bit.ly/itnigyoutube
Web: https://itnig.net/​​

Puedes también escucharnos en:
Spotify: http://bit.ly/itnigspotify
Apple Podcast: http://bit.ly/itnigapple"
UExzOENaNGJsY0VLdEhNTUZrNHMyM1Q4UGktWkNLb2hEdS43OEM5M0IwMkQ1MzBCMUI1,Inversión early stage y exits de seedrocket │ Tertulia en Itnig,,2021-07-27T10:28:59Z,"Esta semana tenemos una interesante tertulia con Jesús Monleón, Business Angel y co-fundador de Seedrocket. En ella, tratamos temas como la fundación de Seedrocket, la inversión early stage a través de las distintas perspectivas desde emprendedores, BA y fondos de inversión, así como el papel de los business angels.

Hablamos también de los últimos proyectos que han estado ojeando últimamente, de las skills necesarias para hacer fundraising y del poder de tener un CTO en el equipo. Además, Jesus nos cuenta sus dos últimos exits, Deporvillage y Holded.

No te pierdas esta nueva tertulia llena de anécdotas y tips para todo aquel interesado en el mundo de la inversión.

00:00:00 Sobre este episodio
00:02:12 La experiencia e historia de SeedRocket
00:16:19 El exit de Deporvillage y Holded en SeedRocket
00:28:12 La experiencia con los eCommerce y otros mercados difíciles
00:36:56 Lo importante de entrar en mercados nuevos
00:47:58 El caso de Chicfy
00:53:24 ¿Vale la pena invertir en proyectos sin CTO?
00:55:29 La importancia de tener habilidad para fundraising
01:00:56 Sobre la venta de Holded
01:14:56 ¿Es más importante comprar barato o vender caro?

👉 Conviértete en miembro del canal
http://bit.ly/itnig-members​​

👉 Pitch to Investors (Jueves a las 19h) 
https://itnig.net/fund/​​

👉 Gracias a nuestro sponsor:
https://factorialhr.es/​​

👉 Suscríbete al canal: http://bit.ly/itnigyoutube
Web: https://itnig.net/​​

Puedes también escucharnos en:
Spotify: http://bit.ly/itnigspotify
Apple Podcast: http://bit.ly/itnigapple"
UExzOENaNGJsY0VLdEhNTUZrNHMyM1Q4UGktWkNLb2hEdS44ODU0NUVGNEZGMDI3QTdF,Todo sobre las Dark Kitchens - Podcast 199,199,2021-07-20T10:54:26Z,"Esta semana contamos en nuestro podcast con Jaime Martínez de Velasco, co-fundador de Cuyna, una red de dark kitchens o cocinas fantasma, optimizadas para delivery que permite a restaurantes y marcas virtuales externalizar la expansión de su negocio. Cuentan con dos modelos de negocio, por un lado, el alquiler de espacios con cesión de cocina 100%, y por otro, la franquicia digital, donde la operativa es asumida por el propio personal de cocina de Cuyna.

Jaime nos cuenta sus inicios en Deliveroo donde pasó a liderar el despliegue de Deliveroo Editions Spain, la iniciativa de cocinas fantasma de la plataforma. Explica también como abandonó la empresa y encontró el momento idóneo para desarrollar Cuyna junto a sus co-fundadores y con el apoyo de Lanzadera, logrando levantar €2.5M con el objetivo de financiar su expansión por España.

Finalmente, comenta la regulaciones y prohibiciones con las que tiene que lidiar, así como el crecimiento de Cuyna desde que empezaron al inicio de la pandemia, incluyendo sus últimas rondas. Además, cuenta el futuro que prevé para la startup, en terminos de facturación y de crecimiento en territorio español.

Quédate hasta el final de este episodio para descubrir cuales han sido hasta ahora mayores logros y desafíos en las profundidades de las dark kitchens, y qué ha inspirado a los cofundadores para crear esta empresa. Jaime incluso nos desvela qué o quienes son parte de su inspiración.

00:00:00 Sobre este episodio
00:04:37 ¿Qué son las Dark Kitchens y cuándo empiezan?
00:13:03 El rol de Jaime en Deliveroo
00:17:55 ¿Cuánto se tarda en usar al 100% la capacidad de la Dark Kitchen?
00:27:46 ¿Cuántas Dark Kitchens abrió en Deliveroo?
00:35:58 El momento en que decide abandonar Deliveroo
00:39:50 Los orígenes y economics de Cuyna
00:49:39 El drama regulatorio de las Dark Kitchens
00:56:11 El fundraising de Cuyna
01:09:42 ¿Han planteado hacer Dark Supermarkets?
01:10:50 ¿Vendería la compañía por una buena oferta?
01:12:09 Recomendaciones de libros, podcast o personas

👉 Conviértete en miembro del canal
http://bit.ly/itnig-members​​

👉 Pitch to Investors (Jueves a las 19h) 
https://itnig.net/fund/​​

👉 Gracias a nuestro sponsor:
https://factorialhr.es/​​

👉 Suscríbete al canal: http://bit.ly/itnigyoutube
Web: https://itnig.net/​​

Puedes también escucharnos en:
Spotify: http://bit.ly/itnigspotify
Apple Podcast: http://bit.ly/itnigapple"
UExzOENaNGJsY0VLdEhNTUZrNHMyM1Q4UGktWkNLb2hEdS40N0VCMzcxQTEyREU1NDND,Doofinder: ¿Cuál es la clave para superar los 10M€ de ARR sin financiación con un SaaS?,,2021-07-12T16:30:24Z,"En este podcast entrevistamos a Iván Navas cofundador del SaaS Doofinder, un buscador interno para tiendas online que ayuda a multiplicar las ventas al favorecer que los usuarios tengan buenos resultados en sus búsquedas de productos.

Actualmente han alcanzado los €10M de ARR con 5.500 clientes, como lo son HP, Decathlon, New Balance o Volkswagen, sin necesidad de financiación externa.

Con sinceridad y transparencia, Iván nos explica por qué la búsqueda es una parte fundamental de cualquier ecommerce, qué estadísticas analizadas ofrece su tecnología a los directores de los ecommerce,  y cómo funciona internamente Doofinder para garantizar un crecimiento de media de un 20% a quien lo utilice.

Quédate hasta el final de este episodio para descubrir qué ha inspirado a los cofundadores para crear esta empresa, cuáles son las complejidades y las ambiciones en el mundo de los búscadores, e incluso te enterarás de ciertas anécdotas que han marcado puntos vitales en la vida de Iván y de Doofinder.

00:00:00 Sobre este episodio
00:03:21 ¿Qué es Doofinder?
00:15:01 ¿Qué ofrece Doofinder que no pueda hacer una empresa por su cuenta?
00:35:01 La historia de Doofinder
00:45:31 ¿Cómo llega a los 10M€ de ARR sin financiación?
00:53:15 Su estrategia de crecimiento
01:02:57 ¿Les preocupa no ir lo suficientemente rápido?
01:09:08 ¿Van a buscar financiación a futuro?
01:09:55 ¿Venderían la compañía por 100M€?
01:11:21 Recomendación de un libro
01:13:25 ¿Se ve en 10 años aún en Doofinder?

👉 Conviértete en miembro del canal
http://bit.ly/itnig-members​​

👉 Pitch to Investors (Jueves a las 19h) 
https://itnig.net/fund/​​

👉 Gracias a nuestro sponsor:
https://factorialhr.es/​​

👉 Suscríbete al canal: http://bit.ly/itnigyoutube
Web: https://itnig.net/​​

Puedes también escucharnos en:
Spotify: http://bit.ly/itnigspotify
Apple Podcast: http://bit.ly/itnigapple"
UExzOENaNGJsY0VLdEhNTUZrNHMyM1Q4UGktWkNLb2hEdS41NEM3RjdGQ0FDRjkwNUQ5,¿Cómo logra Katoo digitalizar la relación entre chefs y proveedores? - Podcast 197,197,2021-07-05T18:08:48Z,"En este episodio entrevistamos a Diogo Cunha y Karan Anand, fundadores de Katoo, una startup que ayuda a restaurantes y proveedores a gestionar mejor sus ventas gracias a una aplicación que permite a los restaurantes reducir hasta un 50% el tiempo dedicado a la realización de sus pedidos con proveedores.

Su aplicación funciona a modo de carrito de compras, donde el restaurante selecciona los productos de sus proveedores y, automáticamente, se genera un email o WhatsApp que va directamente al proveedor en cuestión.

Además, los fundadores de Katoo nos cuentan cómo han conseguido levantar más de €3.5M, y el proceso de cerrar la siguiente ronda, sin haber llegado a monetizar todavía y en un mercado difícil pero con un amplio abanico de oportunidades.

Quédate hasta el final de este episodio para descubrir los problemas que están tratando de resolver en este sector y el futuro que los ambiciona.

Index:
00:00:00 Sobre este episodio
00:03:25 ¿Qué es Katoo y cómo funciona?
00:23:45 ¿Cuál es el sentido de hacer esto en restaurantes pequeños?
00:33:18 ¿Cuánto cobran a los proveedores?
00:36:00 Automatización, analítica u ofertas: ¿cuál es su valor diferencial?
00:41:32 Los orígenes de Diogo y Karan
00:48:44 La distribución de su equipo
00:54:31 El proceso de fundraising
00:57:48 ¿Venderían la compañía si surge una oferta?

👉 Conviértete en miembro del canal
http://bit.ly/itnig-members​​

👉 Pitch to Investors (Jueves a las 19h) 
https://itnig.net/fund/​​

👉 Gracias a nuestro sponsor:
https://factorialhr.es/​​

👉 Suscríbete al canal: http://bit.ly/itnigyoutube
Web: https://itnig.net/​​

Puedes también escucharnos en:
Spotify: http://bit.ly/itnigspotify
Apple Podcast: http://bit.ly/itnigapple"
UExzOENaNGJsY0VLdEhNTUZrNHMyM1Q4UGktWkNLb2hEdS4yOUY5MUNBMTM5RDMyREQ5,Invertir en startups y equipos con Samuel Gil │ Tertulia en Itnig (EN VIVO),,2021-06-28T13:40:50Z,"Durante esta sesión de podcast en vivo, Bernat Farrero, Jordi Romero y Juan Rodríguez se encuentran con Samuel Gil, inversor y partner de JME Ventures, para discutir sobre el mundo de las inversiones y el Venture Capital, haciendo un recorrido por su vida, sus experiencias y sus lecciones.

Index:
00:00:00 ¿Quién es Samuel Gil?
00:07:38 ¿Cómo se entra al mundo del Venture Capital?
00:16:54 ¿El MBA es un criterio importante para ser VC?
00:19:14 ¿Cómo empieza en JME?
00:23:14 Opiniones sobre el Corporate Venture Capital
00:28:37 La polémica alrededor de Peter Thiel
00:36:29 ¿Samuel contribuye a los fondos de JME?
00:41:47 La estrategia de inversión de JME
00:52:54 ¿Qué se busca en un inversor?
00:56:44 ¿Cómo toma JME las decisiones en equipo a la hora de invertir?
00:58:59 ¿Por qué Samuel le da importancia a generar contenido?
01:01:54 La inversión de JME en negocios de contenido
01:06:54 La importancia del equipo al momento de invertir

Participantes:

👉 Bernat Farrero - CEO de Itnig

👉 Jordi Romero - CEO de Factorial

👉 Juan Rodríguez - CEO de Camaloon

👉 Samuel Gil - Partner de JME Ventures

Conviértete en miembro del canal
http://bit.ly/itnig-members​​

Pitch to Investors (Jueves a las 19h) 
https://itnig.net/fund/​​

Suscríbete al canal: http://bit.ly/itnigyoutube
Web: https://itnig.net/​​

Puedes también escuchar nuestro podcast:
Spotify: http://bit.ly/itnigspotify
Apple Podcast: http://bit.ly/itnigapple"
UExzOENaNGJsY0VLdEhNTUZrNHMyM1Q4UGktWkNLb2hEdS4zMzg4MjBBNzZCQzY5MDk4,Capchase: Levantar 190M€ en 1 año para financiar el SaaS - Podcast 195,195,2021-06-21T16:00:25Z,"Ignacio y Luis, cofundadores de Capchase, nos explican cómo funciona su servicio de financiación para startups de SaaS que necesitan fondos para crecer. Usando algoritmos y analizando el rendimiento de la empresa, Capchase permite financiar de manera rápida a las startups que lo necesiten.

Index:
00:00:00 Sobre este episodio
00:02:44 El modelo y concepto detrás de Capchase
00:13:19 ¿Cómo identifican que el SaaS aprovechará eficientemente el dinero?
00:18:04 El crecimiento mínimo que solicita Capchase
00:21:04 ¿En qué ayuda un financiación a corto plazo?
00:28:03 ¿Ofrecen línea de crédito?
00:29:12 Tipo de interés medio que prestan
00:30:09 El proceso para convencer a los fondos de deuda estadounidense
00:33:20 ¿De dónde sale el dinero que usan para financiar?
00:39:03 ¿Han tenido casos de morosidad?
00:39:51 ¿Cómo están distribuidan las personas en Capchase?
00:44:41 La historia fundacional
00:53:13 El crecimiento que esperan a futuro
00:58:24 ¿Qué empresas los han inspirado?
01:00:10 ¿La banca se ha aproximado a ellos?
01:01:24 El cuello de botella de su crecimiento
01:02:09 ¿Venderían la compañía por 50M€ o 100M€?

👉 Conviértete en miembro del canal
http://bit.ly/itnig-members​​

👉 Pitch to Investors (Jueves a las 19h) 
https://itnig.net/fund/​​

👉 Gracias a nuestro sponsor:
https://factorialhr.es/​​

👉 Suscríbete al canal: http://bit.ly/itnigyoutube
Web: https://itnig.net/​​

Puedes también escucharnos en:
Spotify: http://bit.ly/itnigspotify
Apple Podcast: http://bit.ly/itnigapple"
